,0,1,2,3,4
5301,4781,Hotel Du Parlement,"Basically, this is a typical 'previous-century' Brussels house in which individuals rooms have been converted to guest rooms. Price/quality is OK and probably one of the most fair in the district (where most hotel guests are not paying their own bills but using European tax money to pay much higher prices for rooms that are not much better). I have stayed in multiple hotels in this districts, single nights at the time, and this hotel is just fine. What you see in the website description is what you get. And no, there is no elevator..",Nothing. Read all the booking.com comments and you have a good idea of what to expect.,7.0
5302,5136,Hotel Du Parlement,Staff members are helpful and very nice! Warmly recommended for a short stay. Centrally located.,,10.0
5303,5276,Hotel Du Parlement,,I left at 7 AM in the morning and the reception was closed.,9.6
5304,5166,Hotel Du Parlement,"Location, price, bed, room size, beautiful high ceiling, shower pressure. ","The room was beautiful with a comfy bed and excellent location, it just seems a bit 'tired', the curtains weren't hanging properly and the shower knob fell off. I put it back on and the shower was great. Just the little touches missing. ",8.3
5305,4920,Hotel Du Parlement,Location was great.,Quite basic facilities,6.7
5306,18099,Aparthotel Trilogie,"I was travelling for business and working until late every evening. Having a comfortable apartment where I could prepare food late at night, plus have cold drinks was ideal. Bedroom etc. was also very comfortable.",Nothing!,10.0
5307,18077,Aparthotel Trilogie,Only booked as Ypres was totally booked out. Very close in a quiet pretty town.  Very modern and clean.  Only 15 minutes to Ypres.,Not much,10.0
5308,18060,Aparthotel Trilogie,Beautiful place. Great value,Didn't sleep too well. A bit noisy on main road . Just need to sort decent pillows.,9.6
5309,18048,Aparthotel Trilogie,"Our apartment was beautifully equipped and spotlessly clean and cared for. The staff who we met were friendly, efficient and incredibly helpful throughout our stay, and really made us welcome. The location in Flanders is perfect for touring the beautiful towns of Ieper and Poperinghe, and very close to all of the major Great War museums, battlefields, memorials and places of interest. Kemmel village itself is a beautiful, lively and friendly place, well equipped with places to eat and drink and to buy provisions. We will definitely stay here next time we visit Flanders.","We could not fault the accommodation, staff or the location.",10.0
5310,18289,Aparthotel Trilogie,Everything looks good,Inadequate staff,7.5
5311,18068,Aparthotel Trilogie,Lovely modern apartments with all mod cons,We arrived very late and the caretaker was pretty frosty with us throughout our stay- Shame he lacked charisma,9.6
5312,18148,Aparthotel Trilogie,"More spacious than expected . Nearby Woods, bakery and bars. Perfect place for cycling and walks.",,10.0
5313,4985,Hotel Du Parlement,The staff were friendly and the location was good.,The building was old and the room and the bed were not comfortable. There was some dust on the walls. There was not hot tap in the washbasin. There was not  elevator and the stairs were not standard.,5.4
5314,5240,Hotel Du Parlement,Nothing,The room was small . Bathroom was a cubicle with a glass door that did not shut properly. The shower basin had black mould and cracked tiles/ grout. No plug in wash basin. Drain filthy. No toilet rolls when we arrived.,4.2
5315,5202,Hotel Du Parlement,Good value for money. Large rooms. Convenient location.,For that price - nothing.,10.0
5316,5183,Hotel Du Parlement,Nothing special.,"Small rooms, small bathroom with hardly place to stand near the sink. Shower curtain kept falling down. It was a shabby impression. To expensive for the quality delivered.",3.3
5317,4972,Hotel Du Parlement,The location is fine. Our plane was delayed for more than two hours so we came after 1 am and the receptionist patiently waited for us. Merci beaucoup,"Bathroom was rather small and narrow. There was an imitation of door, but not the real door.",7.1
5318,5023,Hotel Du Parlement,"The room size was good, beds were comfortable. Decent place to stay for the price, because that area is expensive","The bathroom was a bit ""old fashioned""",7.9
5319,5471,Hotel Du Parlement,Location is good.,"The room looked clean at first (I checked in at night and the lights in the room were quite soft), but in the morning the lack of attention to detail became evident. In my specific case there were human hair attached to the walls of the bathroom, and pencil drawings on the walls. I don't much care for the container-type bathroom, which worked well in itself, despite clear signs of wear and tear.",4.6
5320,627,Hotel Eden Ardenne,"The location is perfect, a lot of places to walk around. The hotel is easy to be found, the staff is more than helpful, the room was spacious enough for that type of hotels, was very clean and the bathroom had everything we needed. looking forward to going again once the covid restrictions are off.",nothing to declare :),8.0
5321,791,Hotel Eden Ardenne,On our first visit in August we were given an upgrade to a wonderfully large room set on split levels which was perfect for an adult with teenager. On our second visit we booked a double/twin room which was also very comfortable with a lovely view of the lake. It would be nice to have access to a kettle so that guests can make themselves a hot drink before bed but apart from this our stay was marvellous.,It would be nice to have access to a kettle so that guests can make themselves a hot drink before bed and perhaps some complimentary water as offered by most hotels.,9.2
5322,813,Hotel Eden Ardenne,Excellent location with terrace overlooking the lake. We booked a double room and a triple for a party of 5 (3 adults/2 children); both rooms were a good size with excellent shower. Open shelves so we did not risk leaving anything behind in cupboards. Restaurant was good with a decent children's menu.,Reception guy didn't tell us where the room was. It was room 16 so we walked upstairs to the first floor but those rooms were 20+ so we had to walk back down past the reception desk along a corridor. The guy on reception kept his head down.. Very strange.,8.3
5323,733,Hotel Eden Ardenne,"Great location, nice personnel, perfect view (choose option with the lake view!)","Bugs in the room (not a problem but not nice either), not crispy bed linen",8.8
5324,591,Hotel Eden Ardenne,Beautiful view from your room of the lake and forest. Due to covid we had our meals in our room. Food was very good. Staff very helpful and friendly. Room was nice and clean.,The shower in the bathroom was open so water got everywhere so had a wet floor after we used each time.,8.0
5325,896,Hotel Eden Ardenne,,Floors in public areas and rooms were not clean.,5.4
5326,938,Hotel Eden Ardenne,The location of the hotel was excellent overlooking the new Park and lake and if you had a room on that side it would have been good,"Although pets were accepted, it seemed that they were not welcome. Pets were not allowed into the restaurant or breakfast room and had it been wet or cold sitting outside would not have been an option. Also, we had a room at the front which abutted the car park. As the hotel is not air-conditioned it meant that we had to have the window open Because of the room's location, if people were smoking in the car park the smoke wafted into the room. Although the restaurant was open there were no menus in Reception and you couldn't have a meal unless you booked in Reception",5.8
5327,659,Hotel Eden Ardenne,The location of the hotel is really great next to a lake! The staff is very friendly. Unfortunately we ended up (after the cancelation due to the covid measures) in a standard room instead of the superior one with the lake view but it was definitely nice enough. Plus point dogs allowed,,9.0
5328,687,Hotel Eden Ardenne,"Location is perfect,","10$ charge for a dog I think it's excessive.. poor breakfast, poor room ventilation, it's just worth the money for the location and staff friendliness",7.0
